name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
queens,1/20/2013,6,-5.1,-0.3,1.3,-10.5,-5,-2.2,87.4,2.585,100,25,"rain,snow",1.1,7.9,55,38.1,162.1,1006.5,96.7,19.2,28.7,2.5,1,,2013-01-20T07:47:36,2013-01-20T17:00:02,0.29,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,1/21/2013,1,-13,-9,-4.5,-21.3,-17.3,-17.6,49.8,0,0,0,,0,4.7,61.2,38.2,253.9,1007.3,25.4,24.6,102.9,8.9,4,,2013-01-21T07:46:46,2013-01-21T17:01:26,0.32,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,1/22/2013,-12.9,-16,-14,-14,-24.1,-20.6,-19.6,63,0,0,0,,4.7,7.6,61.3,28.8,300.7,1009.1,84.9,24,25.1,2.3,1,,2013-01-22T07:45:54,2013-01-22T17:02:52,0.35,Partially cloudy,Partly cloudy throughout the day.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,1/23/2013,-16,-20,-17.9,-23.3,-31.8,-28.1,-24.7,55.7,0,0,0,,0,6.4,61.2,42.5,255.3,1007.2,22.2,24,83.7,7.3,4,,2013-01-23T07:44:59,2013-01-23T17:04:18,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,1/24/2013,-18,-22,-19.9,-23.8,-34.3,-30.4,-26.2,57.8,0,0,0,,0,4.6,46,34.7,265.6,1005.7,35,24,49.4,4.4,2,,2013-01-24T07:44:02,2013-01-24T17:05:44,0.42,Partially cloudy,Becoming cloudy in the afternoon.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,1/25/2013,-11.9,-21,-16.1,-19.6,-31,-25.7,-21.8,61.3,0,0,0,,4.7,7.6,57.2,26.9,273,1009.5,37.6,24,50.2,4.2,2,,2013-01-25T07:43:03,2013-01-25T17:07:12,0.45,Partially cloudy,Partly cloudy throughout the day.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,1/26/2013,-12.1,-16,-14.5,-16,-23.3,-21,-19,68.7,0,0,0,,0,9.4,47.7,20.3,283.4,1012.1,78.5,24,90.7,7.9,4,,2013-01-26T07:42:02,2013-01-26T17:08:39,0.48,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,1/27/2013,-9.9,-14,-12,-17.1,-22.5,-19.6,-16,72.2,0,0,0,,0,9.3,38.9,25.9,294.7,1014.4,80.1,22.7,45.9,3.9,2,,2013-01-27T07:40:59,2013-01-27T17:10:08,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,1/28/2013,-7,-14,-10.9,-13,-22.9,-18.3,-18,56.8,0,0,0,,0,9.3,38.9,23.8,280.2,1019.4,27.8,24,113.3,9.7,5,,2013-01-28T07:39:53,2013-01-28T17:11:36,0.55,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,1/29/2013,-5,-12,-8.4,-6.9,-18.6,-13,-12.9,70.7,0.004,100,4.17,snow,0,9.2,38.7,16.4,291.9,1019.9,58,23,72.2,6.1,3,,2013-01-29T07:38:46,2013-01-29T17:13:05,0.59,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,1/30/2013,7,-9,-1.9,2.3,-14.6,-8,-3.1,91.9,1.998,100,16.67,"rain,snow",0,5.2,62.6,47.7,174,1014.6,94.2,22.9,41.9,3.6,2,,2013-01-30T07:37:37,2013-01-30T17:14:35,0.62,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,1/31/2013,12,3,9,12,-1.5,6.3,7.8,92.7,3.493,100,37.5,rain,0,0.5,89.8,60.5,191.5,989.4,96.7,21.8,57.2,4.9,3,,2013-01-31T07:36:25,2013-01-31T17:16:04,0.66,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/1/2013,2.9,-9,-3.2,-1.6,-16.7,-10,-12.1,50.9,0.318,100,8.33,"rain,snow",0,0,86.2,38.2,249.1,997.2,42.9,24,80.7,6.8,4,,2013-02-01T07:35:12,2013-02-01T17:17:34,0.69,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/2/2013,-10,-14,-11.5,-14.4,-22.9,-18.2,-18.1,58.8,0.002,100,4.17,snow,0,0,45.1,23.7,271.6,1016.4,38.4,24,85.7,7.4,4,,2013-02-02T07:33:57,2013-02-02T17:19:04,0.73,"Snow, Partially cloudy",Partly cloudy throughout the day with morning snow.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/3/2013,-2,-11.2,-7.3,-4,-16.7,-12.8,-9.7,83.1,3.248,100,45.83,snow,3.5,1.4,40.7,26.2,64.9,1016.6,99.5,11,20.1,1.8,1,,2013-02-03T07:32:40,2013-02-03T17:20:35,0.75,"Snow, Overcast",Cloudy skies throughout the day with snow.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/4/2013,-2,-9,-4.7,-4.9,-18.9,-12,-6.5,87.6,11.982,100,66.67,snow,2.4,5.3,71.5,43.8,291.1,990.2,95.4,6.3,20.2,1.6,1,,2013-02-04T07:31:22,2013-02-04T17:22:05,0.8,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/5/2013,-9,-15.1,-12.3,-18.4,-26.4,-21.5,-19.7,54.6,7.644,100,4.17,snow,0.3,6.3,59.4,42.2,250,1008.6,18.5,24,118.9,10.4,5,,2013-02-05T07:30:02,2013-02-05T17:23:35,0.84,Snow,Clear conditions throughout the day with late afternoon snow.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/6/2013,-7.1,-21.6,-13.3,-8.9,-22.2,-16.1,-18.8,64.3,0.121,100,20.83,snow,0.1,6,61.2,14.8,165.1,1017.1,74.8,23.3,124.5,10.8,5,,2013-02-06T07:28:40,2013-02-06T17:25:06,0.87,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/7/2013,-7.1,-19.1,-15.5,-12.6,-31.5,-25,-21.7,59.9,0.172,100,4.17,snow,4.4,7.4,54.8,38.2,282.6,1023.8,52.8,21.7,96.1,8.4,4,,2013-02-07T07:27:16,2013-02-07T17:26:36,0.91,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/8/2013,-12.9,-21,-16.8,-12.9,-30.2,-22.8,-21.4,68.1,0.002,100,4.17,snow,1.5,6.7,63.7,16.4,289,1034.8,56.6,24,104.7,9,5,,2013-02-08T07:25:51,2013-02-08T17:28:06,0.94,"Snow, Partially cloudy",Partly cloudy throughout the day with afternoon snow.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/9/2013,-6,-13,-8.5,-15.8,-22.4,-19.1,-10.3,87.4,9.651,100,62.5,snow,5.8,8.5,81.8,62.5,40.1,1013.1,99.9,4.6,52.4,4.6,2,,2013-02-09T07:24:24,2013-02-09T17:29:37,0.98,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/10/2013,-5,-7,-6.1,-12.9,-17.2,-14.7,-8.5,83.9,12.84,100,29.17,snow,16.8,22.8,79.5,49.2,349.2,1011.6,82.6,7.5,37.8,3.3,2,,2013-02-10T07:22:56,2013-02-10T17:31:07,0,"Snow, Partially cloudy",Partly cloudy throughout the day with a chance of snow throughout the day.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/11/2013,-3,-11.8,-6.6,-7.1,-17.4,-11.8,-11.6,68.4,0.007,100,12.5,snow,0.2,19.4,72.3,18.5,216,1020.1,49.8,22.8,121,10.4,5,,2013-02-11T07:21:26,2013-02-11T17:32:37,0.04,"Snow, Partially cloudy",Partly cloudy throughout the day with snow.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/12/2013,3,-3,0,1.7,-10.1,-5.3,-0.6,95.8,12.188,100,62.5,"rain,snow",0.6,13.5,51.8,35.2,204.8,996.3,100,10.2,33,3,2,,2013-02-12T07:19:55,2013-02-12T17:34:07,0.08,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/13/2013,0,-3,-1.4,-1,-8.8,-5.2,-2.6,91.6,0.578,100,8.33,"rain,snow",14.9,23,44.4,27.6,292.8,1003.6,99.1,21.5,128.1,10.9,5,,2013-02-13T07:18:23,2013-02-13T17:35:37,0.11,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/14/2013,-1,-3.1,-2.3,-1.9,-7.6,-4.9,-3.6,90.7,0,0,0,,0.1,27.5,40.6,14.5,320.7,1008.9,99.5,24,97,8.3,5,,2013-02-14T07:16:49,2013-02-14T17:37:07,0.14,Overcast,Cloudy skies throughout the day.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/15/2013,2,-6.1,-2.4,-0.3,-11.4,-6.4,-5.9,78.5,0.01,100,8.33,"rain,snow",0,26.7,,16.4,213.2,1016.9,68.8,24,130.2,11.3,6,,2013-02-15T07:15:14,2013-02-15T17:38:36,0.17,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with rain or snow.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/16/2013,5,-1,1.6,2.8,-5.6,-2.3,-1.4,80.7,0,0,0,,0,24,35.3,28.8,158.2,1015.1,92.5,24,117.3,10.1,4,,2013-02-16T07:13:38,2013-02-16T17:40:05,0.2,Overcast,Cloudy skies throughout the day.,cloudy,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/17/2013,3,-0.1,0.7,-0.2,-7.4,-4.6,0.5,98.7,27.388,100,79.17,"rain,snow",0,13.1,56.9,40.1,50.9,989.6,100,12.2,30.5,2.5,1,,2013-02-17T07:12:00,2013-02-17T17:41:34,0.25,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/18/2013,0,-6,-3.5,-5.8,-15.4,-11.7,-5.4,87.1,11.649,100,58.33,"rain,snow",0.3,8.7,68.4,45.2,278.9,978.1,98.5,8.1,62.3,5.2,3,,2013-02-18T07:10:21,2013-02-18T17:43:03,0.27,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"CWBK,71702099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/19/2013,-1,-6.2,-3.9,-5.6,-14.2,-10.4,-8,73.7,0.459,100,4.17,snow,9.4,14.9,65.8,33.4,276.3,1008.4,54.3,24,152.5,13.3,6,,2013-02-19T07:08:42,2013-02-19T17:44:32,0.3,"Snow, Partially cloudy",Clearing in the afternoon with early morning snow.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/20/2013,1,-6,-1.8,-2.9,-10.3,-6.8,-3.4,89.1,3.082,100,41.67,"rain,snow",0.1,18.4,62.5,44.7,114.4,1005.1,92.2,20.1,64.1,5.6,3,,2013-02-20T07:07:01,2013-02-20T17:46:00,0.33,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/21/2013,1,-1,-0.3,0.1,-9,-4.3,-0.9,95.6,1.884,100,25,"rain,snow",0.9,18.8,68.3,43.9,12,1000.6,99.1,15.1,74,6.4,3,,2013-02-21T07:05:19,2013-02-21T17:47:28,0.37,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/22/2013,-1,-5,-3.3,-8.7,-11.9,-10.6,-5.6,84.1,0.86,100,4.17,"rain,snow",0.6,19.8,67.3,45.7,7,1021.7,100,18.8,104.9,9.1,4,,2013-02-22T07:03:36,2013-02-22T17:48:56,0.4,"Snow, Rain, Overcast",Cloudy skies throughout the day with early morning snow or rain.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/23/2013,-4,-13.8,-6,-7.9,-13.8,-9.7,-10.6,71,0.184,100,4.17,snow,0,19.8,65.7,18.4,352.7,1025.8,69.4,24,156.8,13.6,6,,2013-02-23T07:01:52,2013-02-23T17:50:23,0.43,"Snow, Partially cloudy",Partly cloudy throughout the day with early morning snow.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/24/2013,-4.1,-14.9,-9.2,-4.9,-16.4,-12.3,-11.4,84.1,0.032,100,8.33,snow,0,19.8,31.7,20,45.5,1017.4,83,23.4,153.8,13.3,6,,2013-02-24T07:00:07,2013-02-24T17:51:51,0.46,"Snow, Partially cloudy",Partly cloudy throughout the day with snow in the morning and afternoon.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/25/2013,-1.1,-8.2,-4.6,-6.4,-14.8,-10.3,-7.3,82,0.002,100,4.17,"rain,snow",0,19.6,42.5,31,12.1,1016.6,66.9,24,150.2,12.9,6,,2013-02-25T06:58:21,2013-02-25T17:53:18,0.5,"Snow, Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain or snow.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/26/2013,-2,-11.8,-5.8,-5.3,-12,-8.6,-8.8,80.1,0,0,0,,0,18.6,41.9,14.7,339.6,1026.9,57.7,24,167.9,14.6,6,,2013-02-26T06:56:34,2013-02-26T17:54:44,0.53,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/27/2013,0.9,-13.8,-6.9,0,-18.5,-8.6,-10.9,76.1,0.081,100,4.17,snow,0,17.8,,12.7,26.3,1024.5,12.7,22.5,162.9,14,6,,2013-02-27T06:54:47,2013-02-27T17:56:11,0.56,Snow,Clear conditions throughout the day with late afternoon snow.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,2/28/2013,3.9,-9,-3.8,0.4,-15.8,-8.2,-6.5,84.3,0.002,100,4.17,"rain,snow",0,16.6,,21.5,55.2,1013.8,93.4,17.6,145.2,12.6,5,,2013-02-28T06:52:59,2013-02-28T17:57:37,0.6,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,3/1/2013,-0.9,-3,-1.7,-6.1,-10.7,-8.2,-2.8,92.3,0.728,100,8.33,"rain,snow",0,15.6,53.6,42,18.5,1000.2,99.5,12.1,67,5.6,3,,2013-03-01T06:51:10,2013-03-01T17:59:03,0.64,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,3/2/2013,1.9,-1,0.1,-2.8,-6.2,-4.8,-0.1,98.7,4.912,100,29.17,"rain,snow",0,15.2,58.4,19.4,0.2,995.5,100,3.5,64.3,5.6,3,,2013-03-02T06:49:20,2013-03-02T18:00:28,0.67,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,3/3/2013,2.1,-1,0.1,-1,-6.1,-3,-0.7,94.4,0.453,100,8.33,"rain,snow",3,15.9,38.9,17.8,306.6,997.1,99.5,7.6,108.8,9.5,4,,2013-03-03T06:47:30,2013-03-03T18:01:53,0.71,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,3/4/2013,2,-1.9,0.5,0,-5.2,-2.6,-0.5,93.1,9.852,100,50,"rain,snow",1.8,18.8,33.5,20.5,81.9,999,100,12.5,70.2,6.2,3,,2013-03-04T06:45:38,2013-03-04T18:03:18,0.75,"Snow, Rain, Overcast",Cloudy skies throughout the day with a chance of rain or snow throughout the day.,snow,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,3/5/2013,2,-1,0.2,-3.3,-6.6,-5.1,-0.4,96.1,0.973,100,12.5,"rain,snow",0,16.5,38.9,27.5,40.9,1013.3,98.1,19,77.2,6.5,3,,2013-03-05T06:43:47,2013-03-05T18:04:43,0.78,"Snow, Rain, Overcast",Cloudy skies throughout the day with afternoon rain or snow.,rain,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
queens,3/6/2013,1,-1.1,-0.3,-4.7,-7,-6,-3.6,78.8,0,0,0,,0,13.2,44.3,33.3,48.5,1027.5,96.7,24,151.4,13.1,6,,2013-03-06T06:41:55,2013-03-06T18:06:07,0.82,Overcast,Cloudy skies throughout the day.,cloudy,"CWBK,71702099999,71415099999,CAHR,71706099999,CWSD,CYYG,71350099999,71310099999"
